RequestID	OriginPort	DestinationPort	W_i_Earlist	LatestDestinationTime	LadenPaths	NumberOfLadenPath	EmptyPaths	NumberOfEmptyPath
4029	ISTANBUL(AMBARLI) PORT E. SIDE	GEBZE	169	180	0	0	0	0
4030	ISTANBUL(AMBARLI) PORT E. SIDE	GEBZE	176	180	0	0	0	0
4031	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	1	57	0	0	0	0
4032	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	8	64	0	0	0	0
4033	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	15	71	8161,8162	2	0	0
4034	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	22	78	8161,8162,8163,8164,8165,8166,8167	7	0	0
4035	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	29	85	8167,8168,8169,8170,8171,8172	6	1687,4352,6728,6730,10800,11626,13172	7
4036	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	36	92	8172,8173,8174	3	347,1688,1689,3034,4353,4354,6729,6731,6733,9364,10801,11627,11628,12439,13173	15
4037	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	43	99	8174,8175,8176	3	348,349,1690,3035,3036,4355,4356,6732,6734,6736,9365,9366,10802,11629,12440,12441,13174	17
4038	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	50	106	8176,8177,8178	3	350,351,1691,3037,3038,4357,4358,6735,6737,6739,9367,9368,10803,11630,12442,12443,13175	17
4039	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	57	113	8178,8179,8180	3	352,353,1692,3039,3040,4359,4360,6738,6740,6742,9369,9370,10804,11631,12444,12445,13176	17
4040	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	64	120	8180,8181,8182	3	354,355,1693,3041,3042,4361,4362,5152,5882,6741,6743,6745,8769,9371,9372,10805,11632,12446,12447,12449,13177,13827	22
4041	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	71	127	8182,8183,8184	3	356,357,989,1694,2380,3043,3044,3673,4363,4364,5153,5154,5155,5156,5883,5884,5885,5886,6744,6746,6748,7513,8770,8771,8772,9373,9374,9992,10806,11633,12448,12450,12451,12453,13178,13828,13829,13830	38
4042	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	78	134	8184,8185,8186	3	358,359,990,991,992,993,994,1695,2381,2382,2383,2384,2385,3045,3046,3674,3675,3676,3677,3678,4365,4366,5157,5158,5159,5160,5161,5887,5888,5889,5890,5891,6747,6749,6751,7514,7515,7516,7517,7518,8773,8774,9375,9376,9993,9994,9995,9996,9997,10807,11634,12452,12454,12455,12456,12458,13179,13831,13832,13833	60
4043	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	85	141	8186,8187,8188	3	360,361,995,996,997,1696,2386,2387,2388,3047,3048,3679,3680,3681,4367,4368,5162,5163,5164,5165,5892,5893,5894,5895,6750,6752,6754,7519,7520,7521,8775,8776,9377,9378,9998,9999,10000,10808,11635,12457,12459,12460,12462,13180,13834,13835	46
4044	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	92	148	8188,8189,8190	3	362,363,998,999,1000,1697,2389,2390,2391,3049,3050,3682,3683,3684,4369,4370,5166,5167,5168,5169,5896,5897,5898,5899,6753,6755,6757,7522,7523,7524,8777,8778,9379,9380,10001,10002,10003,10809,11636,12461,12463,12464,12466,13181,13836,13837	46
4045	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	99	155	8190,8191,8192	3	364,365,1001,1002,1003,1698,2392,2393,2394,3051,3052,3685,3686,3687,4371,4372,5170,5171,5172,5173,5900,5901,5902,5903,6756,6758,6760,7525,7526,7527,8779,8780,9381,9382,10004,10005,10006,10810,11637,12465,12467,12468,12470,13182,13838,13839	46
4046	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	106	162	8192,8193,8194	3	366,367,1004,1005,1006,1699,2395,2396,2397,3053,3054,3688,3689,3690,4373,4374,5174,5175,5176,5177,5904,5905,5906,5907,6759,6761,6763,7528,7529,7530,8781,8782,9383,9384,10007,10008,10009,10811,11638,12469,12471,12472,12474,13183,13840,13841	46
4047	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	113	169	8194	1	368,369,1007,1008,1009,1700,2398,2399,2400,3055,3056,3691,3692,3693,4375,4376,5178,5179,5180,5181,5908,5909,5910,5911,6762,6764,6766,7531,7532,7533,8783,8784,9385,9386,10010,10011,10012,10812,11639,12473,12475,12476,12478,13184,13842,13843	46
4048	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	120	176	0	0	370,371,1010,1011,1012,1701,2401,2402,2403,3057,3058,3694,3695,3696,4377,4378,5182,5183,5184,5185,5912,5913,5914,5915,6765,6767,6769,7534,7535,7536,8785,8786,9387,9388,10013,10014,10015,10813,11640,12477,12479,12480,12482,13185,13844,13845	46
4049	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	127	180	0	0	372,373,1013,1014,1015,1702,2404,2405,2406,3059,3060,3697,3698,3699,4379,4380,5186,5187,5188,5189,5916,5917,5918,5919,6768,6770,6772,7537,7538,7539,8787,8788,9389,9390,10016,10017,10018,10814,11641,12481,12483,12484,12486,13186,13846,13847	46
4050	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	134	180	0	0	374,375,1016,1017,1018,1703,2407,2408,2409,3061,3062,3700,3701,3702,4381,4382,5190,5191,5192,5193,5920,5921,5922,5923,6771,6773,6775,7540,7541,7542,8789,8790,9391,9392,10019,10020,10021,10815,11642,12485,12487,12488,12490,13187,13848,13849	46
4051	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	141	180	0	0	376,377,1019,1020,1021,1704,2410,2411,2412,3063,3064,3703,3704,3705,4383,4384,5194,5195,5196,5197,5924,5925,5926,5927,6774,6776,6778,7543,7544,7545,8791,8792,9393,9394,10022,10023,10024,10816,11643,12489,12491,12492,12494,13188,13850,13851	46
4052	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	148	180	0	0	378,379,1022,1023,1024,1705,2413,2414,2415,3065,3066,3706,3707,3708,4385,4386,5198,5199,5200,5201,5928,5929,5930,5931,6777,6779,6781,7546,7547,7548,8793,8794,9395,9396,10025,10026,10027,10817,11644,12493,12495,12496,12498,13189,13852,13853	46
4053	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	155	180	0	0	380,381,1025,1026,1027,1706,2416,2417,2418,3067,3068,3709,3710,3711,4387,4388,5202,5203,5204,5205,5932,5933,5934,5935,6780,6782,6784,7549,7550,7551,8795,8796,9397,9398,10028,10029,10030,10818,11645,12497,12499,12500,12502,13190,13854,13855	46
4054	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	162	180	0	0	382,383,1028,1029,1030,1707,2419,2420,2421,3069,3070,3712,3713,3714,4389,5206,5207,5208,5936,5937,5938,6783,6785,7552,7553,7554,8797,8798,9399,9400,10031,10032,10033,10819,11646,12501,12503,12504,12505,13191,13856,13857	42
4055	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	169	180	0	0	0	0
4056	ISTANBUL(AMBARLI) PORT E. SIDE	ISKENDERUN	176	180	0	0	0	0
4057	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	1	59	0	0	0	0
4058	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	8	66	0	0	0	0
4059	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	15	73	8264,8265	2	0	0
4060	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	22	80	8264,8265,8266,8267,8268,8269,8270	7	0	0
4061	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	29	87	8270,8271,8272,8273,8274,8275	6	1687,4352,6728,6730,10800,11626,13172	7
4062	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	36	94	8275,8276,8277	3	347,1688,1689,3034,4353,4354,6729,6731,6733,9364,10801,11627,11628,12439,13173	15
4063	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	43	101	8277,8278,8279	3	348,349,1690,3035,3036,4355,4356,6732,6734,6736,9365,9366,10802,11629,12440,12441,13174	17
4064	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	50	108	8279,8280,8281	3	350,351,1691,3037,3038,4357,4358,6735,6737,6739,9367,9368,10803,11630,12442,12443,13175	17
4065	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	57	115	8281,8282,8283	3	352,353,1692,3039,3040,4359,4360,6738,6740,6742,9369,9370,10804,11631,12444,12445,13176	17
4066	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	64	122	8283,8284,8285	3	354,355,1693,3041,3042,4361,4362,5152,5882,6741,6743,6745,8769,9371,9372,10805,11632,12446,12447,12449,13177,13827	22
4067	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	71	129	8285,8286,8287	3	356,357,989,1694,2380,3043,3044,3673,4363,4364,5153,5154,5155,5156,5883,5884,5885,5886,6744,6746,6748,7513,8770,8771,8772,9373,9374,9992,10806,11633,12448,12450,12451,12453,13178,13828,13829,13830	38
4068	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	78	136	8287,8288,8289	3	358,359,990,991,992,993,994,1695,2381,2382,2383,2384,2385,3045,3046,3674,3675,3676,3677,3678,4365,4366,5157,5158,5159,5160,5161,5887,5888,5889,5890,5891,6747,6749,6751,7514,7515,7516,7517,7518,8773,8774,9375,9376,9993,9994,9995,9996,9997,10807,11634,12452,12454,12455,12456,12458,13179,13831,13832,13833	60
4069	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	85	143	8289,8290,8291	3	360,361,995,996,997,1696,2386,2387,2388,3047,3048,3679,3680,3681,4367,4368,5162,5163,5164,5165,5892,5893,5894,5895,6750,6752,6754,7519,7520,7521,8775,8776,9377,9378,9998,9999,10000,10808,11635,12457,12459,12460,12462,13180,13834,13835	46
4070	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	92	150	8291,8292,8293	3	362,363,998,999,1000,1697,2389,2390,2391,3049,3050,3682,3683,3684,4369,4370,5166,5167,5168,5169,5896,5897,5898,5899,6753,6755,6757,7522,7523,7524,8777,8778,9379,9380,10001,10002,10003,10809,11636,12461,12463,12464,12466,13181,13836,13837	46
4071	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	99	157	8293,8294,8295	3	364,365,1001,1002,1003,1698,2392,2393,2394,3051,3052,3685,3686,3687,4371,4372,5170,5171,5172,5173,5900,5901,5902,5903,6756,6758,6760,7525,7526,7527,8779,8780,9381,9382,10004,10005,10006,10810,11637,12465,12467,12468,12470,13182,13838,13839	46
4072	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	106	164	8295,8296,8297	3	366,367,1004,1005,1006,1699,2395,2396,2397,3053,3054,3688,3689,3690,4373,4374,5174,5175,5176,5177,5904,5905,5906,5907,6759,6761,6763,7528,7529,7530,8781,8782,9383,9384,10007,10008,10009,10811,11638,12469,12471,12472,12474,13183,13840,13841	46
4073	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	113	171	8297	1	368,369,1007,1008,1009,1700,2398,2399,2400,3055,3056,3691,3692,3693,4375,4376,5178,5179,5180,5181,5908,5909,5910,5911,6762,6764,6766,7531,7532,7533,8783,8784,9385,9386,10010,10011,10012,10812,11639,12473,12475,12476,12478,13184,13842,13843	46
4074	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	120	178	0	0	370,371,1010,1011,1012,1701,2401,2402,2403,3057,3058,3694,3695,3696,4377,4378,5182,5183,5184,5185,5912,5913,5914,5915,6765,6767,6769,7534,7535,7536,8785,8786,9387,9388,10013,10014,10015,10813,11640,12477,12479,12480,12482,13185,13844,13845	46
4075	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	127	180	0	0	372,373,1013,1014,1015,1702,2404,2405,2406,3059,3060,3697,3698,3699,4379,4380,5186,5187,5188,5189,5916,5917,5918,5919,6768,6770,6772,7537,7538,7539,8787,8788,9389,9390,10016,10017,10018,10814,11641,12481,12483,12484,12486,13186,13846,13847	46
4076	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	134	180	0	0	374,375,1016,1017,1018,1703,2407,2408,2409,3061,3062,3700,3701,3702,4381,4382,5190,5191,5192,5193,5920,5921,5922,5923,6771,6773,6775,7540,7541,7542,8789,8790,9391,9392,10019,10020,10021,10815,11642,12485,12487,12488,12490,13187,13848,13849	46
4077	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	141	180	0	0	376,377,1019,1020,1021,1704,2410,2411,2412,3063,3064,3703,3704,3705,4383,4384,5194,5195,5196,5197,5924,5925,5926,5927,6774,6776,6778,7543,7544,7545,8791,8792,9393,9394,10022,10023,10024,10816,11643,12489,12491,12492,12494,13188,13850,13851	46
4078	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	148	180	0	0	378,379,1022,1023,1024,1705,2413,2414,2415,3065,3066,3706,3707,3708,4385,4386,5198,5199,5200,5201,5928,5929,5930,5931,6777,6779,6781,7546,7547,7548,8793,8794,9395,9396,10025,10026,10027,10817,11644,12493,12495,12496,12498,13189,13852,13853	46
4079	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	155	180	0	0	380,381,1025,1026,1027,1706,2416,2417,2418,3067,3068,3709,3710,3711,4387,4388,5202,5203,5204,5205,5932,5933,5934,5935,6780,6782,6784,7549,7550,7551,8795,8796,9397,9398,10028,10029,10030,10818,11645,12497,12499,12500,12502,13190,13854,13855	46
4080	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	162	180	0	0	382,383,1028,1029,1030,1707,2419,2420,2421,3069,3070,3712,3713,3714,4389,5206,5207,5208,5936,5937,5938,6783,6785,7552,7553,7554,8797,8798,9399,9400,10031,10032,10033,10819,11646,12501,12503,12504,12505,13191,13856,13857	42
4081	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	169	180	0	0	0	0
4082	ISTANBUL(AMBARLI) PORT E. SIDE	MERSIN	176	180	0	0	0	0
4083	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	1	24	0	0	0	0
4084	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	8	31	0	0	0	0
4085	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	15	38	8378	1	0	0
4086	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	22	45	8378,8379	2	0	0
4087	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	29	52	8379,8380	2	1687,4352,6728,6730,10800,11626,13172	7
4088	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	36	59	8380,8381	2	347,1688,1689,3034,4353,4354,6729,6731,6733,9364,10801,11627,11628,12439,13173	15
4089	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	43	66	8381,8382	2	348,349,1690,3035,3036,4355,4356,6732,6734,6736,9365,9366,10802,11629,12440,12441,13174	17
4090	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	50	73	8382,8383	2	350,351,1691,3037,3038,4357,4358,6735,6737,6739,9367,9368,10803,11630,12442,12443,13175	17
4091	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	57	80	8383,8384	2	352,353,1692,3039,3040,4359,4360,6738,6740,6742,9369,9370,10804,11631,12444,12445,13176	17
4092	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	64	87	8384,8385	2	354,355,1693,3041,3042,4361,4362,5152,5882,6741,6743,6745,8769,9371,9372,10805,11632,12446,12447,12449,13177,13827	22
4093	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	71	94	8385,8386	2	356,357,989,1694,2380,3043,3044,3673,4363,4364,5153,5154,5155,5156,5883,5884,5885,5886,6744,6746,6748,7513,8770,8771,8772,9373,9374,9992,10806,11633,12448,12450,12451,12453,13178,13828,13829,13830	38
4094	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	78	101	8386,8387	2	358,359,990,991,992,993,994,1695,2381,2382,2383,2384,2385,3045,3046,3674,3675,3676,3677,3678,4365,4366,5157,5158,5159,5160,5161,5887,5888,5889,5890,5891,6747,6749,6751,7514,7515,7516,7517,7518,8773,8774,9375,9376,9993,9994,9995,9996,9997,10807,11634,12452,12454,12455,12456,12458,13179,13831,13832,13833	60
4095	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	85	108	8387,8388	2	360,361,995,996,997,1696,2386,2387,2388,3047,3048,3679,3680,3681,4367,4368,5162,5163,5164,5165,5892,5893,5894,5895,6750,6752,6754,7519,7520,7521,8775,8776,9377,9378,9998,9999,10000,10808,11635,12457,12459,12460,12462,13180,13834,13835	46
4096	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	92	115	8388,8389	2	362,363,998,999,1000,1697,2389,2390,2391,3049,3050,3682,3683,3684,4369,4370,5166,5167,5168,5169,5896,5897,5898,5899,6753,6755,6757,7522,7523,7524,8777,8778,9379,9380,10001,10002,10003,10809,11636,12461,12463,12464,12466,13181,13836,13837	46
4097	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	99	122	8389,8390	2	364,365,1001,1002,1003,1698,2392,2393,2394,3051,3052,3685,3686,3687,4371,4372,5170,5171,5172,5173,5900,5901,5902,5903,6756,6758,6760,7525,7526,7527,8779,8780,9381,9382,10004,10005,10006,10810,11637,12465,12467,12468,12470,13182,13838,13839	46
4098	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	106	129	8390,8391	2	366,367,1004,1005,1006,1699,2395,2396,2397,3053,3054,3688,3689,3690,4373,4374,5174,5175,5176,5177,5904,5905,5906,5907,6759,6761,6763,7528,7529,7530,8781,8782,9383,9384,10007,10008,10009,10811,11638,12469,12471,12472,12474,13183,13840,13841	46
4099	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	113	136	8391,8392	2	368,369,1007,1008,1009,1700,2398,2399,2400,3055,3056,3691,3692,3693,4375,4376,5178,5179,5180,5181,5908,5909,5910,5911,6762,6764,6766,7531,7532,7533,8783,8784,9385,9386,10010,10011,10012,10812,11639,12473,12475,12476,12478,13184,13842,13843	46
4100	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	120	143	8392,8393	2	370,371,1010,1011,1012,1701,2401,2402,2403,3057,3058,3694,3695,3696,4377,4378,5182,5183,5184,5185,5912,5913,5914,5915,6765,6767,6769,7534,7535,7536,8785,8786,9387,9388,10013,10014,10015,10813,11640,12477,12479,12480,12482,13185,13844,13845	46
4101	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	127	150	8393,8394	2	372,373,1013,1014,1015,1702,2404,2405,2406,3059,3060,3697,3698,3699,4379,4380,5186,5187,5188,5189,5916,5917,5918,5919,6768,6770,6772,7537,7538,7539,8787,8788,9389,9390,10016,10017,10018,10814,11641,12481,12483,12484,12486,13186,13846,13847	46
4102	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	134	157	8394,8395	2	374,375,1016,1017,1018,1703,2407,2408,2409,3061,3062,3700,3701,3702,4381,4382,5190,5191,5192,5193,5920,5921,5922,5923,6771,6773,6775,7540,7541,7542,8789,8790,9391,9392,10019,10020,10021,10815,11642,12485,12487,12488,12490,13187,13848,13849	46
4103	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	141	164	8395,8396	2	376,377,1019,1020,1021,1704,2410,2411,2412,3063,3064,3703,3704,3705,4383,4384,5194,5195,5196,5197,5924,5925,5926,5927,6774,6776,6778,7543,7544,7545,8791,8792,9393,9394,10022,10023,10024,10816,11643,12489,12491,12492,12494,13188,13850,13851	46
4104	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	148	171	8396,8397	2	378,379,1022,1023,1024,1705,2413,2414,2415,3065,3066,3706,3707,3708,4385,4386,5198,5199,5200,5201,5928,5929,5930,5931,6777,6779,6781,7546,7547,7548,8793,8794,9395,9396,10025,10026,10027,10817,11644,12493,12495,12496,12498,13189,13852,13853	46
4105	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	155	178	8397	1	380,381,1025,1026,1027,1706,2416,2417,2418,3067,3068,3709,3710,3711,4387,4388,5202,5203,5204,5205,5932,5933,5934,5935,6780,6782,6784,7549,7550,7551,8795,8796,9397,9398,10028,10029,10030,10818,11645,12497,12499,12500,12502,13190,13854,13855	46
4106	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	162	180	0	0	382,383,1028,1029,1030,1707,2419,2420,2421,3069,3070,3712,3713,3714,4389,5206,5207,5208,5936,5937,5938,6783,6785,7552,7553,7554,8797,8798,9399,9400,10031,10032,10033,10819,11646,12501,12503,12504,12505,13191,13856,13857	42
4107	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	169	180	0	0	0	0
4108	ISTANBUL(AMBARLI) PORT E. SIDE	TANGER MED	176	180	0	0	0	0
4109	LE HAVRE	AGADIR	1	28	0	0	0	0
4110	LE HAVRE	AGADIR	8	35	0	0	0	0
4111	LE HAVRE	AGADIR	15	42	8474	1	1708,4390,6786,10820,11647	5
4112	LE HAVRE	AGADIR	22	49	8474,8475	2	1709,4391,4395,6788,6791,10823,11648,11649	8
4113	LE HAVRE	AGADIR	29	56	8475,8476	2	384,385,386,1710,1711,3071,3072,3073,4392,4393,4394,4396,4397,4399,6787,6789,6790,6792,6793,6795,9401,9402,9403,10821,10822,10824,10825,10827,11650,11651,11652,11653,12506,12507,12508,12509	36
4114	LE HAVRE	AGADIR	36	63	8476,8477	2	387,388,389,390,1712,1713,3074,3075,3076,3077,4398,4400,4402,6794,6796,6797,9404,9405,9406,9407,10826,10828,10829,11654,11655,11656,11657,12510	28
4115	LE HAVRE	AGADIR	43	70	8477,8478	2	391,392,393,1714,1715,3078,3079,3080,4401,4403,4405,6798,6799,9408,9409,9410,10830,10831,11658,11659,11660,11661,12511	23
4116	LE HAVRE	AGADIR	50	77	8478,8479	2	394,395,396,1716,1717,3081,3082,3083,4404,4406,4408,5209,5210,5939,5940,6800,6801,8195,8196,9411,9412,9413,10832,10833,11662,11663,11664,11665,12512,12514,12515,13192,13193,13858,13859	35
4117	LE HAVRE	AGADIR	57	84	8479,8480	2	397,398,399,1031,1718,1719,2422,3084,3085,3086,3715,4407,4409,4411,5211,5212,5213,5214,5215,5216,5941,5942,5943,5944,5945,5946,6802,6803,7555,8197,8198,8199,8200,8201,8202,9414,9415,9416,10034,10834,10835,11666,11667,11668,11669,12513,12516,12517,12518,12519,12521,13194,13195,13196,13197,13198,13199,13860,13861,13862,13863,13864,13865	63
4118	LE HAVRE	AGADIR	64	91	8480,8481	2	400,401,402,1032,1033,1034,1035,1036,1037,1043,1720,1721,2423,2424,2425,2426,2427,2428,2434,3087,3088,3089,3716,3717,3718,3719,3720,3721,3727,4410,4412,4414,5217,5218,5219,5220,5221,5222,5223,5224,5947,5948,5949,5950,5951,5952,5953,5954,6804,6805,7556,7557,7558,7559,7560,7561,7567,8203,8204,8205,8206,8207,8208,8209,8210,9417,9418,9419,10035,10036,10037,10038,10039,10040,10046,10836,10837,11670,11671,11672,11673,12520,12522,12523,12524,12525,12526,12527,12529,13200,13201,13202,13203,13204,13205,13206,13207,13866,13867,13868,13869,13870,13871,13872,13873	105
4119	LE HAVRE	AGADIR	71	98	8481,8482	2	403,404,405,1038,1039,1040,1041,1042,1045,1722,1723,2429,2430,2431,2432,2433,2436,3090,3091,3092,3722,3723,3724,3725,3726,3729,4413,4415,4417,5225,5226,5955,5956,6806,6807,7562,7563,7564,7565,7566,7569,8211,8212,9420,9421,9422,10041,10042,10043,10044,10045,10048,10838,10839,11674,11675,11676,11677,12528,12531,13208,13209,13874,13875,13876	65
4120	LE HAVRE	AGADIR	78	105	8482,8483	2	406,407,408,1044,1047,1724,1725,2435,2438,3093,3094,3095,3728,3731,4416,4418,4420,5227,5228,5957,5958,6808,6809,7568,7571,8213,8214,9423,9424,9425,10047,10050,10840,10841,11678,11679,11680,11681,12530,12533,13210,13211,13877,13878,13879	45
4121	LE HAVRE	AGADIR	85	112	8483,8484	2	409,410,411,1046,1049,1726,1727,2437,2440,3096,3097,3098,3730,3733,4419,4421,4423,5229,5230,5959,5960,6810,6811,7570,7573,8215,8216,9426,9427,9428,10049,10052,10842,10843,11682,11683,11684,11685,12532,12535,13212,13213,13880,13881,13882	45
4122	LE HAVRE	AGADIR	92	119	8484,8485	2	412,413,414,1048,1051,1728,1729,2439,2442,3099,3100,3101,3732,3735,4422,4424,4426,5231,5232,5961,5962,6812,6813,7572,7575,8217,8218,9429,9430,9431,10051,10054,10844,10845,11686,11687,11688,11689,12534,12537,13214,13215,13883,13884,13885	45
4123	LE HAVRE	AGADIR	99	126	8485,8486	2	415,416,417,1050,1053,1730,1731,2441,2444,3102,3103,3104,3734,3737,4425,4427,4429,5233,5234,5963,5964,6814,6815,7574,7577,8219,8220,9432,9433,9434,10053,10056,10846,10847,11690,11691,11692,11693,12536,12539,13216,13217,13886,13887,13888	45
4124	LE HAVRE	AGADIR	106	133	8486,8487	2	418,419,420,1052,1055,1732,1733,2443,2446,3105,3106,3107,3736,3739,4428,4430,4432,5235,5236,5965,5966,6816,6817,7576,7579,8221,8222,9435,9436,9437,10055,10058,10848,10849,11694,11695,11696,11697,12538,12541,13218,13219,13889,13890,13891	45
4125	LE HAVRE	AGADIR	113	140	8487,8488	2	421,422,423,1054,1057,1734,1735,2445,2448,3108,3109,3110,3738,3741,4431,4433,4435,5237,5238,5967,5968,6818,6819,7578,7581,8223,8224,9438,9439,9440,10057,10060,10850,10851,11698,11699,11700,11701,12540,12543,13220,13221,13892,13893,13894	45
4126	LE HAVRE	AGADIR	120	147	8488,8489	2	424,425,426,1056,1059,1736,1737,2447,2450,3111,3112,3113,3740,3743,4434,4436,4438,5239,5240,5969,5970,6820,6821,7580,7583,8225,8226,9441,9442,9443,10059,10062,10852,10853,11702,11703,11704,11705,12542,12545,13222,13223,13895,13896,13897	45
4127	LE HAVRE	AGADIR	127	154	8489,8490	2	427,428,429,1058,1061,1738,1739,2449,2452,3114,3115,3116,3742,3745,4437,4439,4441,5241,5242,5971,5972,6822,6823,7582,7585,8227,8228,9444,9445,9446,10061,10064,10854,10855,11706,11707,11708,11709,12544,12547,13224,13225,13898,13899,13900	45
4128	LE HAVRE	AGADIR	134	161	8490	1	430,431,432,1060,1063,1740,1741,2451,2454,3117,3118,3119,3744,3747,4440,4442,4444,5243,5244,5973,5974,6824,6825,7584,7587,8229,8230,9447,9448,9449,10063,10066,10856,10857,11710,11711,11712,11713,12546,12549,13226,13227,13901,13902,13903	45
4129	LE HAVRE	AGADIR	141	168	0	0	433,434,435,1062,1065,1742,1743,2453,2456,3120,3121,3122,3746,3749,4443,4445,4447,5245,5246,5975,5976,6826,6827,7586,7589,8231,8232,9450,9451,9452,10065,10068,10858,10859,11714,11715,11716,11717,12548,12551,13228,13229,13904,13905,13906	45
4130	LE HAVRE	AGADIR	148	175	0	0	436,1064,1744,2455,3123,3748,4446,4448,6828,7588,9453,10067,10860,11718,11719,12550,13907	17
4131	LE HAVRE	AGADIR	155	180	0	0	437,1066,1745,2457,3124,3750,4449,6829,7590,9454,10069,10861,11720,12552,13908	15
4132	LE HAVRE	AGADIR	162	180	0	0	438,1067,1746,2458,3125,3751,6830,7591,9455,10070,10862,12553,13909	13
4133	LE HAVRE	AGADIR	169	180	0	0	439,1068,1747,2459,3126,3752,6831,7592,9456,10071,10863,12554,13910	13
4134	LE HAVRE	AGADIR	176	180	0	0	0	0
4135	LE HAVRE	ALEXANDRIA	1	28	8491	1	0	0
4136	LE HAVRE	ALEXANDRIA	8	35	8491,8492	2	0	0
